"PRODUCT_ID";"BRAND_NAME";"PRODUCT_NAME";"PRODUCT_SUBCATEGORY";"PRODUCT_CATEGORY";"PRODUCT_DEPARTMENT";"PRODUCT_FAMILY"
384;"Moms";"Moms Sliced Turkey";"Deli Meats";"Meat";"Deli";"Food"
385;"Moms";"Moms Sliced Ham";"Deli Meats";"Meat";"Deli";"Food"
386;"Moms";"Moms Potato Salad";"Deli Salads";"Side Dishes";"Deli";"Food"
387;"Moms";"Moms Sliced Chicken";"Deli Meats";"Meat";"Deli";"Food"
388;"Urban";"Urban Small Brown Eggs";"Eggs";"Eggs";"Eggs";"Food"
389;"Urban";"Urban Large Brown Eggs";"Eggs";"Eggs";"Eggs";"Food"
390;"Urban";"Urban Small Eggs";"Eggs";"Eggs";"Eggs";"Food"
391;"Urban";"Urban Large Eggs";"Eggs";"Eggs";"Eggs";"Food"
392;"Urban";"Urban Egg Substitute";"Eggs";"Eggs";"Eggs";"Food"
393;"Big Time";"Big Time Low Fat Waffles";"Waffles";"Breakfast Foods";"Frozen Foods";"Food"
394;"Big Time";"Big Time Orange Popsicles";"Popsicles";"Frozen Desserts";"Frozen Foods";"Food"
395;"Big Time";"Big Time Frozen Chicken Breast";"Frozen Chicken";"Meat";"Frozen Foods";"Food"
396;"Big Time";"Big Time Frozen Pancakes";"Pancakes";"Breakfast Foods";"Frozen Foods";"Food"
397;"Big Time";"Big Time Low Fat French Fries";"French Fries";"Vegetables";"Frozen Foods";"Food"
398;"Big Time";"Big Time Frozen Sausage Pizza";"Pizza";"Pizza";"Frozen Foods";"Food"
399;"Big Time";"Big Time Blueberry Waffles";"Waffles";"Breakfast Foods";"Frozen Foods";"Food"
400;"Big Time";"Big Time Fajita French Fries";"French Fries";"Vegetables";"Frozen Foods";"Food"
401;"Big Time";"Big Time Waffles";"Waffles";"Breakfast Foods";"Frozen Foods";"Food"
402;"Big Time";"Big Time Frozen Pepperoni Pizza";"Pizza";"Pizza";"Frozen Foods";"Food"
403;"Big Time";"Big Time Frozen Cheese Pizza";"Pizza";"Pizza";"Frozen Foods";"Food"
404;"Big Time";"Big Time Frozen Mushroom Pizza";"Pizza";"Pizza";"Frozen Foods";"Food"
405;"Big Time";"Big Time Apple Cinnamon Waffles";"Waffles";"Breakfast Foods";"Frozen Foods";"Food"
406;"Big Time";"Big Time Frozen Carrots";"Frozen Vegetables";"Vegetables";"Frozen Foods";"Food"
407;"Big Time";"Big Time Turkey TV Dinner";"TV Dinner";"Frozen Entrees";"Frozen Foods";"Food"
408;"Big Time";"Big Time Chicken TV Dinner";"TV Dinner";"Frozen Entrees";"Frozen Foods";"Food"
409;"Big Time";"Big Time Beef TV Dinner";"TV Dinner";"Frozen Entrees";"Frozen Foods";"Food"
410;"Big Time";"Big Time Pancake Mix";"Pancake Mix";"Breakfast Foods";"Frozen Foods";"Food"
411;"Big Time";"Big Time Grape Popsicles";"Popsicles";"Frozen Desserts";"Frozen Foods";"Food"
412;"Big Time";"Big Time Home Style French Fries";"French Fries";"Vegetables";"Frozen Foods";"Food"
413;"Big Time";"Big Time Lime Popsicles";"Popsicles";"Frozen Desserts";"Frozen Foods";"Food"
414;"Big Time";"Big Time Ice Cream";"Ice Cream";"Frozen Desserts";"Frozen Foods";"Food"
415;"Big Time";"Big Time Ice Cream Sandwich";"Ice Cream";"Frozen Desserts";"Frozen Foods";"Food"
416;"Big Time";"Big Time Frozen Cauliflower";"Frozen Vegetables";"Vegetables";"Frozen Foods";"Food"
417;"Big Time";"Big Time Frozen Broccoli";"Frozen Vegetables";"Vegetables";"Frozen Foods";"Food"
418;"Big Time";"Big Time Frozen Corn";"Frozen Vegetables";"Vegetables";"Frozen Foods";"Food"
419;"Big Time";"Big Time Frozen Peas";"Frozen Vegetables";"Vegetables";"Frozen Foods";"Food"
420;"Big Time";"Big Time Popsicles";"Ice Cream";"Frozen Desserts";"Frozen Foods";"Food"
421;"Big Time";"Big Time Frozen Chicken Thighs";"Frozen Chicken";"Meat";"Frozen Foods";"Food"
422;"Big Time";"Big Time Frozen Chicken Wings";"Frozen Chicken";"Meat";"Frozen Foods";"Food"
423;"Big Time";"Big Time Lemon Popsicles";"Popsicles";"Frozen Desserts";"Frozen Foods";"Food"
424;"Steady";"Steady Silky Smooth Hair Conditioner";"Conditioner";"Bathroom Products";"Health and Hygiene";"Non-Consumable"
425;"Steady";"Steady Tartar Control Toothpaste";"Personal Hygiene";"Hygiene";"Health and Hygiene";"Non-Consumable"
426;"Steady";"Steady Whitening Toothpast";"Personal Hygiene";"Hygiene";"Health and Hygiene";"Non-Consumable"
427;"Steady";"Steady Toothpaste";"Personal Hygiene";"Hygiene";"Health and Hygiene";"Non-Consumable"
428;"Steady";"Steady Deodorant";"Personal Hygiene";"Hygiene";"Health and Hygiene";"Non-Consumable"
429;"Steady";"Steady Conditioning Shampoo";"Shampoo";"Bathroom Products";"Health and Hygiene";"Non-Consumable"
430;"Steady";"Steady Extra Moisture Shampoo";"Shampoo";"Bathroom Products";"Health and Hygiene";"Non-Consumable"
431;"Steady";"Steady Angled Toothbrush";"Toothbrushes";"Bathroom Products";"Health and Hygiene";"Non-Consumable"
432;"Steady";"Steady Apricot Shampoo";"Shampoo";"Bathroom Products";"Health and Hygiene";"Non-Consumable"
433;"Steady";"Steady Childrens Aspirin";"Aspirin";"Pain Relievers";"Health and Hygiene";"Non-Consumable"
434;"Steady";"Steady Buffered Aspirin";"Aspirin";"Pain Relievers";"Health and Hygiene";"Non-Consumable"
435;"Steady";"Steady 200 MG Ibuprofen";"Ibuprofen";"Pain Relievers";"Health and Hygiene";"Non-Consumable"
436;"Steady";"Steady 200 MG Acetominifen";"Acetominifen";"Pain Relievers";"Health and Hygiene";"Non-Consumable"
437;"Steady";"Steady HCL Nasal Spray";"Nasal Sprays";"Decongestants";"Health and Hygiene";"Non-Consumable"
438;"Steady";"Steady Dishwasher Detergent";"Nasal Sprays";"Decongestants";"Health and Hygiene";"Non-Consumable"
439;"Steady";"Steady Multi-Symptom Cold Remedy";"Cold Remedies";"Cold Remedies";"Health and Hygiene";"Non-Consumable"
440;"Steady";"Steady Childrens Cold Remedy";"Cold Remedies";"Cold Remedies";"Health and Hygiene";"Non-Consumable"
441;"Steady";"Steady Laundry Detergent";"Mouthwash";"Bathroom Products";"Health and Hygiene";"Non-Consumable"
442;"Steady";"Steady Mint Mouthwash";"Mouthwash";"Bathroom Products";"Health and Hygiene";"Non-Consumable"
443;"Red Wing";"Red Wing 60 Watt Lightbulb";"Lightbulbs";"Electrical";"Household";"Non-Consumable"
444;"Red Wing";"Red Wing Plastic Forks";"Plastic Utensils";"Plastic Products";"Household";"Non-Consumable"
445;"Red Wing";"Red Wing Plastic Spoons";"Plastic Utensils";"Plastic Products";"Household";"Non-Consumable"
446;"Red Wing";"Red Wing Plastic Knives";"Plastic Utensils";"Plastic Products";"Household";"Non-Consumable"
447;"Red Wing";"Red Wing C-Size Batteries";"Batteries";"Electrical";"Household";"Non-Consumable"
448;"Red Wing";"Red Wing 100 Watt Lightbulb";"Lightbulbs";"Electrical";"Household";"Non-Consumable"
449;"Red Wing";"Red Wing AAA-Size Batteries";"Batteries";"Electrical";"Household";"Non-Consumable"
450;"Red Wing";"Red Wing Paper Plates";"Paper Dishes";"Paper Products";"Household";"Non-Consumable"
451;"Red Wing";"Red Wing Paper Cups";"Paper Dishes";"Paper Products";"Household";"Non-Consumable"
452;"Red Wing";"Red Wing 75 Watt Lightbulb";"Lightbulbs";"Electrical";"Household";"Non-Consumable"
453;"Red Wing";"Red Wing Toilet Bowl Cleaner";"Cleaners";"Cleaning Supplies";"Household";"Non-Consumable"
454;"Red Wing";"Red Wing Counter Cleaner";"Cleaners";"Cleaning Supplies";"Household";"Non-Consumable"
455;"Red Wing";"Red Wing Glass Cleaner";"Cleaners";"Cleaning Supplies";"Household";"Non-Consumable"
456;"Red Wing";"Red Wing 25 Watt Lightbulb";"Lightbulbs";"Electrical";"Household";"Non-Consumable"
457;"Red Wing";"Red Wing AA-Size Batteries";"Batteries";"Electrical";"Household";"Non-Consumable"
458;"Red Wing";"Red Wing D-Size Batteries";"Batteries";"Electrical";"Household";"Non-Consumable"
459;"Red Wing";"Red Wing Paper Towels";"Paper Wipes";"Paper Products";"Household";"Non-Consumable"
460;"Red Wing";"Red Wing Soft Napkins";"Paper Wipes";"Paper Products";"Household";"Non-Consumable"
461;"Red Wing";"Red Wing Scented Tissue";"Paper Wipes";"Paper Products";"Household";"Non-Consumable"
462;"Red Wing";"Red Wing Toilet Paper";"Paper Wipes";"Paper Products";"Household";"Non-Consumable"
463;"Red Wing";"Red Wing Tissues";"Paper Wipes";"Paper Products";"Household";"Non-Consumable"
464;"Red Wing";"Red Wing Scented Toilet Tissue";"Paper Wipes";"Paper Products";"Household";"Non-Consumable"
465;"Red Wing";"Red Wing Room Freshener";"Deodorizers";"Cleaning Supplies";"Household";"Non-Consumable"
466;"Red Wing";"Red Wing Frying Pan";"Pots and Pans";"Kitchen Products";"Household";"Non-Consumable"
467;"Red Wing";"Red Wing Copper Cleaner";"Pot Cleaners";"Kitchen Products";"Household";"Non-Consumable"
468;"Red Wing";"Red Wing Bees Wax Candles";"Candles";"Candles";"Household";"Non-Consumable"
469;"Red Wing";"Red Wing Silver Cleaner";"Pot Cleaners";"Kitchen Products";"Household";"Non-Consumable"
470;"Red Wing";"Red Wing Copper Pot Scrubber";"Pot Scrubbers";"Kitchen Products";"Household";"Non-Consumable"
471;"Red Wing";"Red Wing Economy Toilet Brush";"Toilet Brushes";"Bathroom Products";"Household";"Non-Consumable"
472;"Red Wing";"Red Wing Scissors";"Tools";"Hardware";"Household";"Non-Consumable"
473;"Red Wing";"Red Wing Large Sponge";"Sponges";"Kitchen Products";"Household";"Non-Consumable"
474;"Red Wing";"Red Wing Screw Driver";"Tools";"Hardware";"Household";"Non-Consumable"
475;"Quick";"Quick Extra Lean Hamburger";"Hamburger";"Meat";"Meat";"Food"
476;"Quick";"Quick Seasoned Hamburger";"Hamburger";"Meat";"Meat";"Food"
477;"Dollar";"Dollar Monthly Sports Magazine";"Sports Magazines";"Magazines";"Periodicals";"Non-Consumable"
478;"Dollar";"Dollar Monthly Auto Magazine";"Auto Magazines";"Magazines";"Periodicals";"Non-Consumable"
479;"Dollar";"Dollar Monthly Computer Magazine";"Computer Magazines";"Magazines";"Periodicals";"Non-Consumable"
480;"Dollar";"Dollar Monthly Home Magazine";"Home Magazines";"Magazines";"Periodicals";"Non-Consumable"
481;"Dollar";"Dollar Monthly Fashion Magazine";"Fashion Magazines";"Magazines";"Periodicals";"Non-Consumable"
482;"Tell Tale";"Tell Tale Summer Squash";"Fresh Vegetables";"Vegetables";"Produce";"Food"
483;"Tell Tale";"Tell Tale Corn on the Cob";"Fresh Vegetables";"Vegetables";"Produce";"Food"
484;"Tell Tale";"Tell Tale Asparagus";"Fresh Vegetables";"Vegetables";"Produce";"Food"
485;"Tell Tale";"Tell Tale Sweet Peas";"Fresh Vegetables";"Vegetables";"Produce";"Food"
486;"Tell Tale";"Tell Tale New Potatos";"Fresh Vegetables";"Vegetables";"Produce";"Food"
487;"Tell Tale";"Tell Tale Beets";"Fresh Vegetables";"Vegetables";"Produce";"Food"
488;"Tell Tale";"Tell Tale Prepared Salad";"Fresh Vegetables";"Vegetables";"Produce";"Food"
489;"Tell Tale";"Tell Tale Onions";"Fresh Vegetables";"Vegetables";"Produce";"Food"
490;"Tell Tale";"Tell Tale Green Pepper";"Fresh Vegetables";"Vegetables";"Produce";"Food"
491;"Tell Tale";"Tell Tale Shitake Mushrooms";"Fresh Vegetables";"Vegetables";"Produce";"Food"
492;"Tell Tale";"Tell Tale Lettuce";"Fresh Vegetables";"Vegetables";"Produce";"Food"
493;"Tell Tale";"Tell Tale Elephant Garlic";"Fresh Vegetables";"Vegetables";"Produce";"Food"
494;"Tell Tale";"Tell Tale Red Pepper";"Fresh Vegetables";"Vegetables";"Produce";"Food"
495;"Tell Tale";"Tell Tale Garlic";"Fresh Vegetables";"Vegetables";"Produce";"Food"
496;"Tell Tale";"Tell Tale Potatos";"Fresh Vegetables";"Vegetables";"Produce";"Food"
497;"Tell Tale";"Tell Tale Cauliflower";"Fresh Vegetables";"Vegetables";"Produce";"Food"
498;"Tell Tale";"Tell Tale Tomatos";"Fresh Vegetables";"Vegetables";"Produce";"Food"
499;"Tell Tale";"Tell Tale Mushrooms";"Fresh Vegetables";"Vegetables";"Produce";"Food"
500;"Tell Tale";"Tell Tale Baby Onion";"Fresh Vegetables";"Vegetables";"Produce";"Food"
501;"Tell Tale";"Tell Tale Dried Mushrooms";"Fresh Vegetables";"Vegetables";"Produce";"Food"
502;"Tell Tale";"Tell Tale Fresh Lima Beans";"Fresh Vegetables";"Vegetables";"Produce";"Food"
503;"Tell Tale";"Tell Tale Squash";"Fresh Vegetables";"Vegetables";"Produce";"Food"
504;"Tell Tale";"Tell Tale Limes";"Fresh Fruit";"Fruit";"Produce";"Food"
505;"Tell Tale";"Tell Tale Firm Tofu";"Tofu";"Packaged Vegetables";"Produce";"Food"
506;"Tell Tale";"Tell Tale Almonds";"Nuts";"Specialty";"Produce";"Food"
507;"Tell Tale";"Tell Tale Macintosh Apples";"Fresh Fruit";"Fruit";"Produce";"Food"
508;"Tell Tale";"Tell Tale Golden Delcious Apples";"Fresh Fruit";"Fruit";"Produce";"Food"
509;"Tell Tale";"Tell Tale Red Delcious Apples";"Fresh Fruit";"Fruit";"Produce";"Food"
510;"Tell Tale";"Tell Tale Lemons";"Fresh Fruit";"Fruit";"Produce";"Food"
511;"Tell Tale";"Tell Tale Fancy Plums";"Fresh Fruit";"Fruit";"Produce";"Food"
512;"Tell Tale";"Tell Tale Plums";"Fresh Fruit";"Fruit";"Produce";"Food"
513;"Tell Tale";"Tell Tale Peaches";"Fresh Fruit";"Fruit";"Produce";"Food"
514;"Tell Tale";"Tell Tale Broccoli";"Fresh Vegetables";"Vegetables";"Produce";"Food"
515;"Tell Tale";"Tell Tale Mandarin Oranges";"Fresh Fruit";"Fruit";"Produce";"Food"
516;"Tell Tale";"Tell Tale Mixed Nuts";"Nuts";"Specialty";"Produce";"Food"
517;"Tell Tale";"Tell Tale Canned Peanuts";"Nuts";"Specialty";"Produce";"Food"
518;"Tell Tale";"Tell Tale Sweet Onion";"Fresh Vegetables";"Vegetables";"Produce";"Food"
519;"Tell Tale";"Tell Tale Cantelope";"Fresh Fruit";"Fruit";"Produce";"Food"
520;"Tell Tale";"Tell Tale Honey Dew";"Fresh Fruit";"Fruit";"Produce";"Food"
521;"Tell Tale";"Tell Tale Fuji Apples";"Fresh Fruit";"Fruit";"Produce";"Food"
522;"Tell Tale";"Tell Tale Walnuts";"Nuts";"Specialty";"Produce";"Food"
523;"Tell Tale";"Tell Tale Oranges";"Fresh Fruit";"Fruit";"Produce";"Food"
524;"Tell Tale";"Tell Tale Tangerines";"Fresh Fruit";"Fruit";"Produce";"Food"
525;"Tell Tale";"Tell Tale Party Nuts";"Nuts";"Specialty";"Produce";"Food"
526;"Kiwi";"Kiwi Lox";"Fresh Fish";"Seafood";"Seafood";"Food"
527;"Kiwi";"Kiwi Scallops";"Shellfish";"Seafood";"Seafood";"Food"
528;"Fast";"Fast Low Fat Cookies";"Cookies";"Snack Foods";"Snack Foods";"Food"
529;"Fast";"Fast BBQ Potato Chips";"Chips";"Snack Foods";"Snack Foods";"Food"
530;"Fast";"Fast Corn Chips";"Chips";"Snack Foods";"Snack Foods";"Food"
531;"Fast";"Fast Low Fat BBQ Chips";"Chips";"Snack Foods";"Snack Foods";"Food"
532;"Fast";"Fast Sugar Cookies";"Cookies";"Snack Foods";"Snack Foods";"Food"
533;"Fast";"Fast Chocolate Chip Cookies";"Cookies";"Snack Foods";"Snack Foods";"Food"
534;"Fast";"Fast Fudge Cookies";"Cookies";"Snack Foods";"Snack Foods";"Food"
535;"Fast";"Fast Fudge Brownies";"Cookies";"Snack Foods";"Snack Foods";"Food"
536;"Fast";"Fast Potato Chips";"Chips";"Snack Foods";"Snack Foods";"Food"
537;"Fast";"Fast Lemon Cookies";"Cookies";"Snack Foods";"Snack Foods";"Food"
538;"Fast";"Fast Graham Crackers";"Cookies";"Snack Foods";"Snack Foods";"Food"
539;"Fast";"Fast Cheese Crackers";"Crackers";"Snack Foods";"Snack Foods";"Food"
540;"Fast";"Fast Buttered Popcorn";"Popcorn";"Snack Foods";"Snack Foods";"Food"
541;"Fast";"Fast No Salt Popcorn";"Popcorn";"Snack Foods";"Snack Foods";"Food"
542;"Fast";"Fast Low Fat Popcorn";"Popcorn";"Snack Foods";"Snack Foods";"Food"
543;"Fast";"Fast Salsa Dip";"Dips";"Snack Foods";"Snack Foods";"Food"
544;"Fast";"Fast Avocado Dip";"Dips";"Snack Foods";"Snack Foods";"Food"
545;"Fast";"Fast Salted Pretzels";"Pretzels";"Snack Foods";"Snack Foods";"Food"
546;"Fast";"Fast Cheese Dip";"Dips";"Snack Foods";"Snack Foods";"Food"
547;"Fast";"Fast Fondue Mix";"Dips";"Snack Foods";"Snack Foods";"Food"
548;"Fast";"Fast Mini Donuts";"Donuts";"Snack Foods";"Snack Foods";"Food"
549;"Fast";"Fast Beef Jerky";"Dried Meat";"Snack Foods";"Snack Foods";"Food"
550;"Fast";"Fast Chocolate Donuts";"Donuts";"Snack Foods";"Snack Foods";"Food"
551;"Fast";"Fast Low Fat Chips";"Chips";"Snack Foods";"Snack Foods";"Food"
552;"Fast";"Fast Sesame Crackers";"Crackers";"Snack Foods";"Snack Foods";"Food"
553;"Fast";"Fast Frosted Cookies";"Cookies";"Snack Foods";"Snack Foods";"Food"
554;"Fast";"Fast Dried Apples";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
555;"Fast";"Fast Apple Fruit Roll";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
556;"Fast";"Fast Strawberry Fruit Roll";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
557;"Fast";"Fast Raspberry Fruit Roll";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
558;"Fast";"Fast Grape Fruit Roll";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
559;"Fast";"Fast Dried Dates";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
560;"Fast";"Fast Raisins";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
561;"Fast";"Fast Golden Raisins";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
562;"Fast";"Fast Dried Apricots";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
563;"Fast";"Fast Frosted Donuts";"Donuts";"Snack Foods";"Snack Foods";"Food"
564;"Atomic";"Atomic Tasty Candy Bar";"Chocolate Candy";"Candy";"Snacks";"Food"
565;"Atomic";"Atomic Mint Chocolate Bar";"Chocolate Candy";"Candy";"Snacks";"Food"
566;"Atomic";"Atomic Malted Milk Balls";"Chocolate Candy";"Candy";"Snacks";"Food"
567;"Atomic";"Atomic Semi-Sweet Chocolate Bar";"Chocolate Candy";"Candy";"Snacks";"Food"
568;"Atomic";"Atomic Bubble Gum";"Gum";"Candy";"Snacks";"Food"
569;"Atomic";"Atomic Spicy Mints";"Hard Candy";"Candy";"Snacks";"Food"
570;"Atomic";"Atomic Mints";"Hard Candy";"Candy";"Snacks";"Food"
571;"Atomic";"Atomic White Chocolate Bar";"Chocolate Candy";"Candy";"Snacks";"Food"
572;"Shady Lake";"Shady Lake Ravioli";"Pasta";"Starchy Foods";"Starchy Foods";"Food"
573;"Shady Lake";"Shady Lake Manicotti";"Pasta";"Starchy Foods";"Starchy Foods";"Food"
574;"Shady Lake";"Shady Lake Spaghetti";"Pasta";"Starchy Foods";"Starchy Foods";"Food"
575;"Shady Lake";"Shady Lake Thai Rice";"Rice";"Starchy Foods";"Starchy Foods";"Food"
576;"Shady Lake";"Shady Lake Rice Medly";"Rice";"Starchy Foods";"Starchy Foods";"Food"
577;"Walrus";"Walrus Imported Beer";"Beer";"Beer and Wine";"Alcoholic Beverages";"Drink"
578;"Walrus";"Walrus Light Wine";"Wine";"Beer and Wine";"Alcoholic Beverages";"Drink"
579;"Walrus";"Walrus Chardonnay Wine";"Wine";"Beer and Wine";"Alcoholic Beverages";"Drink"
580;"Walrus";"Walrus Chablis Wine";"Wine";"Beer and Wine";"Alcoholic Beverages";"Drink"
581;"Walrus";"Walrus Merlot Wine";"Wine";"Beer and Wine";"Alcoholic Beverages";"Drink"
582;"Walrus";"Walrus Chardonnay";"Wine";"Beer and Wine";"Alcoholic Beverages";"Drink"
583;"Walrus";"Walrus White Zinfandel Wine";"Wine";"Beer and Wine";"Alcoholic Beverages";"Drink"
584;"Walrus";"Walrus Light Beer";"Beer";"Beer and Wine";"Alcoholic Beverages";"Drink"
585;"Colony";"Colony Pumpernickel Bread";"Sliced Bread";"Bread";"Baked Goods";"Food"
586;"Colony";"Colony White Bread";"Sliced Bread";"Bread";"Baked Goods";"Food"
587;"Colony";"Colony Rye Bread";"Sliced Bread";"Bread";"Baked Goods";"Food"
588;"Colony";"Colony English Muffins";"Muffins";"Bread";"Baked Goods";"Food"
589;"Colony";"Colony Cranberry Muffins";"Muffins";"Bread";"Baked Goods";"Food"
590;"Colony";"Colony Muffins";"Muffins";"Bread";"Baked Goods";"Food"
591;"Colony";"Colony Bagels";"Bagels";"Bread";"Baked Goods";"Food"
592;"Colony";"Colony Blueberry Muffins";"Muffins";"Bread";"Baked Goods";"Food"
593;"Colony";"Colony Wheat Bread";"Sliced Bread";"Bread";"Baked Goods";"Food"
594;"Landslide";"Landslide Sesame Oil";"Cooking Oil";"Baking Goods";"Baking Goods";"Food"
595;"Landslide";"Landslide Chunky Peanut Butter";"Peanut Butter";"Jams and Jellies";"Baking Goods";"Food"
596;"Landslide";"Landslide Hot Chocolate";"Chocolate";"Hot Beverages";"Beverages";"Drink"
597;"Landslide";"Landslide Brown Sugar";"Sugar";"Baking Goods";"Baking Goods";"Food"
598;"Landslide";"Landslide White Sugar";"Sugar";"Baking Goods";"Baking Goods";"Food"
599;"Landslide";"Landslide French Roast Coffee";"Coffee";"Hot Beverages";"Beverages";"Drink"
600;"Landslide";"Landslide Decaf Coffee";"Coffee";"Hot Beverages";"Beverages";"Drink"
601;"Landslide";"Landslide Regular Coffee";"Coffee";"Hot Beverages";"Beverages";"Drink"
602;"Landslide";"Landslide Vegetable Oil";"Cooking Oil";"Baking Goods";"Baking Goods";"Food"
603;"Landslide";"Landslide Corn Oil";"Cooking Oil";"Baking Goods";"Baking Goods";"Food"
604;"Landslide";"Landslide Tomato Sauce";"Sauces";"Baking Goods";"Baking Goods";"Food"
605;"Landslide";"Landslide Canola Oil";"Cooking Oil";"Baking Goods";"Baking Goods";"Food"
606;"Landslide";"Landslide Grape Preserves";"Preserves";"Jams and Jellies";"Baking Goods";"Food"
607;"Landslide";"Landslide Columbian Coffee";"Coffee";"Hot Beverages";"Beverages";"Drink"
608;"Landslide";"Landslide Strawberry Jelly";"Jelly";"Jams and Jellies";"Baking Goods";"Food"
609;"Landslide";"Landslide Pepper";"Spices";"Baking Goods";"Baking Goods";"Food"
610;"Landslide";"Landslide Low Fat Apple Butter";"Preserves";"Jams and Jellies";"Baking Goods";"Food"
611;"Landslide";"Landslide Salt";"Spices";"Baking Goods";"Baking Goods";"Food"
612;"Landslide";"Landslide Apple Butter";"Preserves";"Jams and Jellies";"Baking Goods";"Food"
613;"Landslide";"Landslide Oregano";"Spices";"Baking Goods";"Baking Goods";"Food"
614;"Landslide";"Landslide Apple Jelly";"Jelly";"Jams and Jellies";"Baking Goods";"Food"
615;"Landslide";"Landslide Grape Jam";"Jam";"Jams and Jellies";"Baking Goods";"Food"
616;"Landslide";"Landslide Apple Jam";"Jam";"Jams and Jellies";"Baking Goods";"Food"
617;"Landslide";"Landslide Strawberry Jam";"Jam";"Jams and Jellies";"Baking Goods";"Food"
618;"Landslide";"Landslide Creamy Peanut Butter";"Peanut Butter";"Jams and Jellies";"Baking Goods";"Food"
619;"Landslide";"Landslide Strawberry Preserves";"Preserves";"Jams and Jellies";"Baking Goods";"Food"
620;"Landslide";"Landslide Extra Chunky Peanut Butter";"Peanut Butter";"Jams and Jellies";"Baking Goods";"Food"
621;"Landslide";"Landslide Apple Preserves";"Preserves";"Jams and Jellies";"Baking Goods";"Food"
622;"Landslide";"Landslide Grape Jelly";"Jelly";"Jams and Jellies";"Baking Goods";"Food"
623;"Token";"Token Berry Juice";"Juice";"Pure Juice Beverages";"Beverages";"Drink"
624;"Token";"Token Mango Drink";"Flavored Drinks";"Drinks";"Beverages";"Drink"
625;"Token";"Token Strawberry Drink";"Flavored Drinks";"Drinks";"Beverages";"Drink"
626;"Token";"Token Cream Soda";"Soda";"Carbonated Beverages";"Beverages";"Drink"
627;"Token";"Token Diet Soda";"Soda";"Carbonated Beverages";"Beverages";"Drink"
628;"Token";"Token Cola";"Soda";"Carbonated Beverages";"Beverages";"Drink"
629;"Token";"Token Diet Cola";"Soda";"Carbonated Beverages";"Beverages";"Drink"
630;"Token";"Token Orange Juice";"Juice";"Pure Juice Beverages";"Beverages";"Drink"
631;"Token";"Token Cranberry Juice";"Juice";"Pure Juice Beverages";"Beverages";"Drink"
632;"Token";"Token Apple Juice";"Juice";"Pure Juice Beverages";"Beverages";"Drink"
633;"Token";"Token Apple Drink";"Flavored Drinks";"Drinks";"Beverages";"Drink"
634;"Radius";"Radius Oatmeal";"Cereal";"Breakfast Foods";"Breakfast Foods";"Food"
635;"Radius";"Radius Corn Puffs";"Cereal";"Breakfast Foods";"Breakfast Foods";"Food"
636;"Radius";"Radius Wheat Puffs";"Cereal";"Breakfast Foods";"Breakfast Foods";"Food"
637;"Radius";"Radius Grits";"Cereal";"Breakfast Foods";"Breakfast Foods";"Food"
638;"Bravo";"Bravo Canned Beets";"Canned Vegetables";"Vegetables";"Canned Foods";"Food"
639;"Bravo";"Bravo Creamed Corn";"Canned Vegetables";"Vegetables";"Canned Foods";"Food"
640;"Bravo";"Bravo Canned String Beans";"Canned Vegetables";"Vegetables";"Canned Foods";"Food"
641;"Bravo";"Bravo Chicken Soup";"Soup";"Canned Soup";"Canned Foods";"Food"
642;"Bravo";"Bravo Canned Yams";"Canned Vegetables";"Vegetables";"Canned Foods";"Food"
643;"Bravo";"Bravo Vegetable Soup";"Soup";"Canned Soup";"Canned Foods";"Food"
644;"Bravo";"Bravo Canned Tomatos";"Canned Vegetables";"Vegetables";"Canned Foods";"Food"
645;"Bravo";"Bravo Noodle Soup";"Soup";"Canned Soup";"Canned Foods";"Food"
646;"Bravo";"Bravo Regular Ramen Soup";"Soup";"Canned Soup";"Canned Foods";"Food"
647;"Bravo";"Bravo Chicken Noodle Soup";"Soup";"Canned Soup";"Canned Foods";"Food"
648;"Bravo";"Bravo Turkey Noodle Soup";"Soup";"Canned Soup";"Canned Foods";"Food"
649;"Bravo";"Bravo Beef Soup";"Soup";"Canned Soup";"Canned Foods";"Food"
650;"Bravo";"Bravo Canned Peas";"Canned Vegetables";"Vegetables";"Canned Foods";"Food"
651;"Bravo";"Bravo Chicken Ramen Soup";"Soup";"Canned Soup";"Canned Foods";"Food"
652;"Bravo";"Bravo Canned Tuna in Water";"Tuna";"Canned Tuna";"Canned Foods";"Food"
653;"Bravo";"Bravo Canned Tuna in Oil";"Tuna";"Canned Tuna";"Canned Foods";"Food"
654;"Bravo";"Bravo Large Canned Shrimp";"Shrimp";"Canned Shrimp";"Canned Foods";"Food"
655;"Bravo";"Bravo Fancy Canned Anchovies";"Anchovies";"Canned Anchovies";"Canned Foods";"Food"
656;"Bravo";"Bravo Fancy Canned Clams";"Clams";"Canned Clams";"Canned Foods";"Food"
