"PROMOTION_ID";"PROMOTION_NAME";"MEDIA_TYPE";"COST";"PSTART_DATE";"PEND_DATE"
191;"Sale Winners";"Sunday Paper, Radio";7363;"1997-03-26 00:00:00";"1997-03-28 00:00:00"
192;"Price Savers";"Product Attachment";14398;"1997-04-11 00:00:00";"1997-04-13 00:00:00"
193;"Two Day Sale";"Cash Register Handout";10543;"1997-04-24 00:00:00";"1997-04-25 00:00:00"
194;"Sale Winners";"Sunday Paper, Radio";12359;"1997-05-06 00:00:00";"1997-05-07 00:00:00"
195;"Price Slashers";"Sunday Paper, Radio, TV";8621;"1997-05-21 00:00:00";"1997-05-22 00:00:00"
196;"Bag Stuffers";"Street Handout";14709;"1997-06-04 00:00:00";"1997-06-05 00:00:00"
197;"Three for One";"Sunday Paper";11825;"1997-06-18 00:00:00";"1997-06-20 00:00:00"
198;"Best Savings";"In-Store Coupon";9022;"1997-07-03 00:00:00";"1997-07-05 00:00:00"
199;"Save-It Sale";"Daily Paper, Radio";6484;"1997-07-15 00:00:00";"1997-07-17 00:00:00"
200;"Saving Days";"Sunday Paper";14282;"1997-07-31 00:00:00";"1997-08-03 00:00:00"
201;"Sales Days";"Daily Paper";6271;"1997-08-13 00:00:00";"1997-08-14 00:00:00"
202;"Price Destroyers";"Sunday Paper, Radio";11505;"1997-08-27 00:00:00";"1997-08-31 00:00:00"
203;"One Day Sale";"Cash Register Handout";14856;"1997-09-09 00:00:00";"1997-09-11 00:00:00"
204;"Shelf Clearing Days";"In-Store Coupon";10921;"1997-09-23 00:00:00";"1997-09-24 00:00:00"
205;"You Save Days";"Sunday Paper";5127;"1997-10-09 00:00:00";"1997-10-13 00:00:00"
206;"Super Savers";"TV";8397;"1997-10-24 00:00:00";"1997-10-26 00:00:00"
207;"Super Duper Savers";"Cash Register Handout";12950;"1997-11-05 00:00:00";"1997-11-09 00:00:00"
208;"I Cant Believe It Sale";"Sunday Paper, Radio";14165;"1997-11-21 00:00:00";"1997-11-22 00:00:00"
209;"Big Time Savings";"Street Handout";13245;"1997-12-05 00:00:00";"1997-12-06 00:00:00"
210;"Price Cutters";"Cash Register Handout";14552;"1997-12-19 00:00:00";"1997-12-22 00:00:00"
211;"Pick Your Savings";"Daily Paper";7650;"1997-12-30 00:00:00";"1998-01-02 00:00:00"
212;"Go For It";"Radio";10574;"1998-01-15 00:00:00";"1998-01-17 00:00:00"
213;"Price Cutters";"Street Handout";14526;"1998-01-28 00:00:00";"1998-01-30 00:00:00"
214;"Coupon Spectacular";"TV";5147;"1998-02-13 00:00:00";"1998-02-15 00:00:00"
215;"Unbeatable Price Savers";"Product Attachment";9445;"1998-02-24 00:00:00";"1998-02-28 00:00:00"
216;"Price Winners";"Daily Paper";14078;"1998-03-11 00:00:00";"1998-03-13 00:00:00"
217;"One Day Sale";"Bulk Mail";12903;"1998-03-26 00:00:00";"1998-03-28 00:00:00"
218;"Price Cutters";"Sunday Paper";7629;"1998-04-09 00:00:00";"1998-04-11 00:00:00"
219;"Price Smashers";"Daily Paper";7817;"1998-04-21 00:00:00";"1998-04-22 00:00:00"
220;"High Roller Savings";"Daily Paper, Radio, TV";6815;"1998-05-07 00:00:00";"1998-05-09 00:00:00"
221;"Price Destroyers";"Street Handout";10513;"1998-05-21 00:00:00";"1998-05-22 00:00:00"
222;"Two for One";"Product Attachment";10620;"1998-06-04 00:00:00";"1998-06-06 00:00:00"
223;"Super Wallet Savers";"Cash Register Handout";12008;"1998-06-17 00:00:00";"1998-06-19 00:00:00"
224;"Dollar Cutters";"TV";6618;"1998-07-02 00:00:00";"1998-07-05 00:00:00"
225;"Price Winners";"Street Handout";12533;"1998-07-15 00:00:00";"1998-07-17 00:00:00"
226;"Price Slashers";"Daily Paper";10677;"1998-07-29 00:00:00";"1998-08-01 00:00:00"
227;"Shelf Clearing Days";"Sunday Paper";10610;"1998-08-11 00:00:00";"1998-08-14 00:00:00"
228;"Big Promo";"Sunday Paper, Radio, TV";13027;"1998-08-27 00:00:00";"1998-08-31 00:00:00"
229;"Dimes Off";"Radio";13815;"1998-09-08 00:00:00";"1998-09-11 00:00:00"
230;"Pick Your Savings";"Product Attachment";7340;"1998-09-24 00:00:00";"1998-09-26 00:00:00"
231;"Savings Galore";"Street Handout";8474;"1998-10-08 00:00:00";"1998-10-10 00:00:00"
232;"Price Cutters";"TV";12599;"1998-10-22 00:00:00";"1998-10-25 00:00:00"
233;"Money Savers";"Sunday Paper, Radio, TV";8261;"1998-11-05 00:00:00";"1998-11-07 00:00:00"
234;"Three for One";"Daily Paper, Radio, TV";9822;"1998-11-19 00:00:00";"1998-11-22 00:00:00"
235;"Big Time Savings";"Cash Register Handout";10911;"1998-12-03 00:00:00";"1998-12-06 00:00:00"
236;"Free For All";"Radio";14090;"1998-12-16 00:00:00";"1998-12-19 00:00:00"
237;"Super Duper Savers";"In-Store Coupon";14624;"1998-12-29 00:00:00";"1998-12-30 00:00:00"
239;"Price Destroyers";"Sunday Paper";12447;"1996-01-16 00:00:00";"1996-01-17 00:00:00"
240;"Big Promo";"Bulk Mail";9990;"1996-02-01 00:00:00";"1996-02-04 00:00:00"
241;"Double Your Savings";"TV";5397;"1996-02-14 00:00:00";"1996-02-18 00:00:00"
242;"Shelf Emptiers";"In-Store Coupon";10377;"1996-03-01 00:00:00";"1996-03-03 00:00:00"
243;"Save-It Sale";"Street Handout";7147;"1996-03-14 00:00:00";"1996-03-17 00:00:00"
244;"Coupon Spectacular";"Sunday Paper, Radio";6399;"1996-03-29 00:00:00";"1996-04-02 00:00:00"
245;"Bye Bye Baby";"In-Store Coupon";10581;"1996-04-10 00:00:00";"1996-04-13 00:00:00"
246;"Pick Your Savings";"Daily Paper, Radio";10942;"1996-04-23 00:00:00";"1996-04-27 00:00:00"
247;"Super Wallet Savers";"Daily Paper";8913;"1996-05-09 00:00:00";"1996-05-10 00:00:00"
248;"Wallet Savers";"Bulk Mail";9874;"1996-05-22 00:00:00";"1996-05-26 00:00:00"
249;"Price Savers";"Radio";5027;"1996-06-04 00:00:00";"1996-06-06 00:00:00"
250;"Mystery Sale";"Street Handout";13425;"1996-06-21 00:00:00";"1996-06-24 00:00:00"
251;"Best Savings";"In-Store Coupon";9940;"1996-07-04 00:00:00";"1996-07-06 00:00:00"
252;"Price Slashers";"Cash Register Handout";12611;"1996-07-18 00:00:00";"1996-07-22 00:00:00"
253;"Pick Your Savings";"Daily Paper, Radio";9981;"1996-07-31 00:00:00";"1996-08-01 00:00:00"
254;"Price Winners";"Sunday Paper";6416;"1996-08-15 00:00:00";"1996-08-18 00:00:00"
255;"One Day Sale";"TV";8034;"1996-08-29 00:00:00";"1996-08-30 00:00:00"
256;"Mystery Sale";"Radio";12414;"1996-09-13 00:00:00";"1996-09-16 00:00:00"
257;"Unbeatable Price Savers";"Product Attachment";14657;"1996-09-25 00:00:00";"1996-09-28 00:00:00"
258;"Green Light Days";"Product Attachment";9128;"1996-10-10 00:00:00";"1996-10-12 00:00:00"
259;"High Roller Savings";"Radio";12734;"1996-10-25 00:00:00";"1996-10-28 00:00:00"
260;"One Day Sale";"In-Store Coupon";11478;"1996-11-07 00:00:00";"1996-11-10 00:00:00"
261;"Fantastic Discounts";"Product Attachment";8594;"1996-11-22 00:00:00";"1996-11-26 00:00:00"
262;"I Cant Believe It Sale";"Sunday Paper";5791;"1996-12-04 00:00:00";"1996-12-05 00:00:00"
263;"Sale Winners";"Radio";10598;"1996-12-19 00:00:00";"1996-12-22 00:00:00"
264;"Three for One";"Product Attachment";11051;"1997-01-03 00:00:00";"1997-01-05 00:00:00"
265;"Savings Galore";"Sunday Paper";10384;"1997-01-16 00:00:00";"1997-01-18 00:00:00"
266;"One Day Sale";"Radio";6952;"1997-01-28 00:00:00";"1997-01-31 00:00:00"
267;"I Cant Believe It Sale";"TV";12960;"1997-02-13 00:00:00";"1997-02-17 00:00:00"
268;"Shelf Emptiers";"Sunday Paper";12466;"1997-02-27 00:00:00";"1997-03-02 00:00:00"
269;"Weekend Markdown";"Daily Paper, Radio";9328;"1997-03-14 00:00:00";"1997-03-16 00:00:00"
270;"Save-It Sale";"Cash Register Handout";12599;"1997-03-28 00:00:00";"1997-03-31 00:00:00"
271;"Price Smashers";"Radio";14495;"1997-04-11 00:00:00";"1997-04-13 00:00:00"
272;"Weekend Markdown";"Daily Paper, Radio, TV";8367;"1997-04-23 00:00:00";"1997-04-25 00:00:00"
273;"Dollar Cutters";"Sunday Paper, Radio";7446;"1997-05-07 00:00:00";"1997-05-09 00:00:00"
274;"Best Savings";"Radio";6098;"1997-05-21 00:00:00";"1997-05-22 00:00:00"
275;"Coupon Spectacular";"Product Attachment";11851;"1997-06-04 00:00:00";"1997-06-07 00:00:00"
276;"Saving Days";"Street Handout";11333;"1997-06-19 00:00:00";"1997-06-21 00:00:00"
277;"Green Light Days";"Cash Register Handout";5285;"1997-07-03 00:00:00";"1997-07-05 00:00:00"
278;"Go For It";"Street Handout";11974;"1997-07-17 00:00:00";"1997-07-18 00:00:00"
279;"Go For It";"Daily Paper, Radio";13617;"1997-07-31 00:00:00";"1997-08-03 00:00:00"
280;"Save-It Sale";"Sunday Paper";10906;"1997-08-15 00:00:00";"1997-08-16 00:00:00"
281;"Pick Your Savings";"Sunday Paper";9731;"1997-08-27 00:00:00";"1997-08-30 00:00:00"
282;"Coupon Spectacular";"Cash Register Handout";11801;"1997-09-10 00:00:00";"1997-09-13 00:00:00"
283;"Big Time Savings";"Product Attachment";14645;"1997-09-25 00:00:00";"1997-09-28 00:00:00"
284;"Go For It";"Sunday Paper, Radio, TV";13643;"1997-10-08 00:00:00";"1997-10-11 00:00:00"
285;"Dollar Days";"In-Store Coupon";7341;"1997-10-22 00:00:00";"1997-10-25 00:00:00"
286;"Dimes Off";"Daily Paper, Radio, TV";8694;"1997-11-06 00:00:00";"1997-11-09 00:00:00"
287;"Sale Winners";"Daily Paper, Radio";10083;"1997-11-21 00:00:00";"1997-11-23 00:00:00"
288;"Sale Winners";"Product Attachment";8134;"1997-12-05 00:00:00";"1997-12-06 00:00:00"
289;"Two Day Sale";"Daily Paper";6705;"1997-12-19 00:00:00";"1997-12-22 00:00:00"
290;"High Roller Savings";"Product Attachment";12193;"1998-01-01 00:00:00";"1998-01-02 00:00:00"
291;"Shelf Emptiers";"Daily Paper, Radio";14782;"1998-01-14 00:00:00";"1998-01-17 00:00:00"
292;"You Save Days";"In-Store Coupon";14543;"1998-01-30 00:00:00";"1998-02-01 00:00:00"
293;"Money Savers";"Bulk Mail";7987;"1998-02-11 00:00:00";"1998-02-15 00:00:00"
294;"Coupon Spectacular";"Sunday Paper, Radio, TV";11512;"1998-02-25 00:00:00";"1998-02-28 00:00:00"
295;"Go For It";"Daily Paper";12646;"1998-03-10 00:00:00";"1998-03-13 00:00:00"
296;"Unbeatable Price Savers";"Daily Paper";10673;"1998-03-26 00:00:00";"1998-03-29 00:00:00"
297;"Weekend Markdown";"TV";8990;"1998-04-09 00:00:00";"1998-04-11 00:00:00"
298;"Double Down Sale";"Daily Paper";7896;"1998-04-23 00:00:00";"1998-04-27 00:00:00"
299;"Green Light Days";"Daily Paper";7576;"1998-05-07 00:00:00";"1998-05-10 00:00:00"
300;"Big Promo";"Daily Paper, Radio, TV";13410;"1998-05-20 00:00:00";"1998-05-22 00:00:00"
301;"Price Cutters";"Daily Paper, Radio, TV";13944;"1998-06-02 00:00:00";"1998-06-03 00:00:00"
302;"One Day Sale";"Daily Paper, Radio";10887;"1998-06-18 00:00:00";"1998-06-22 00:00:00"
303;"Bye Bye Baby";"Street Handout";11768;"1998-07-03 00:00:00";"1998-07-04 00:00:00"
304;"Two Day Sale";"Sunday Paper, Radio, TV";9311;"1998-07-16 00:00:00";"1998-07-19 00:00:00"
305;"Price Winners";"Sunday Paper, Radio, TV";14718;"1998-07-29 00:00:00";"1998-08-02 00:00:00"
306;"Fantastic Discounts";"Daily Paper, Radio, TV";7042;"1998-08-14 00:00:00";"1998-08-15 00:00:00"
307;"Sales Days";"Sunday Paper";7743;"1998-08-26 00:00:00";"1998-08-29 00:00:00"
308;"Big Time Discounts";"Radio";6995;"1998-09-10 00:00:00";"1998-09-11 00:00:00"
309;"Price Destroyers";"Bulk Mail";7275;"1998-09-22 00:00:00";"1998-09-24 00:00:00"
310;"Double Down Sale";"Radio";7636;"1998-10-07 00:00:00";"1998-10-10 00:00:00"
311;"Price Destroyers";"Sunday Paper";5607;"1998-10-21 00:00:00";"1998-10-23 00:00:00"
312;"Price Destroyers";"Street Handout";6568;"1998-11-03 00:00:00";"1998-11-06 00:00:00"
313;"Saving Days";"Daily Paper, Radio, TV";9065;"1998-11-19 00:00:00";"1998-11-23 00:00:00"
314;"Pick Your Savings";"In-Store Coupon";7463;"1998-12-02 00:00:00";"1998-12-04 00:00:00"
315;"Three for One";"Bulk Mail";6634;"1998-12-16 00:00:00";"1998-12-19 00:00:00"
318;"Tip Top Savings";"Radio";14519;"1996-01-18 00:00:00";"1996-01-21 00:00:00"
319;"Wallet Savers";"Daily Paper";12235;"1996-02-01 00:00:00";"1996-02-03 00:00:00"
320;"Price Slashers";"TV";6615;"1996-02-14 00:00:00";"1996-02-18 00:00:00"
321;"Three for One";"Sunday Paper, Radio, TV";8858;"1996-02-29 00:00:00";"1996-03-04 00:00:00"
322;"Pick Your Savings";"Street Handout";10674;"1996-03-15 00:00:00";"1996-03-19 00:00:00"
323;"Green Light Days";"TV";6935;"1996-03-27 00:00:00";"1996-03-29 00:00:00"
324;"Bye Bye Baby";"Sunday Paper";13024;"1996-04-10 00:00:00";"1996-04-12 00:00:00"
325;"Savings Galore";"Sunday Paper, Radio, TV";10140;"1996-04-23 00:00:00";"1996-04-25 00:00:00"
326;"Fantastic Discounts";"Daily Paper, Radio";9992;"1996-05-09 00:00:00";"1996-05-11 00:00:00"
327;"Mystery Sale";"TV";6045;"1996-05-21 00:00:00";"1996-05-23 00:00:00"
328;"High Roller Savings";"Sunday Paper";13843;"1996-06-05 00:00:00";"1996-06-09 00:00:00"
329;"Price Winners";"Bulk Mail";5832;"1996-06-18 00:00:00";"1996-06-22 00:00:00"
330;"Bye Bye Baby";"Bulk Mail";11066;"1996-07-03 00:00:00";"1996-07-05 00:00:00"
331;"Money Grabbers";"Cash Register Handout";7073;"1996-07-16 00:00:00";"1996-07-18 00:00:00"
332;"Price Cutters";"Daily Paper, Radio";6579;"1996-08-02 00:00:00";"1996-08-05 00:00:00"
333;"Coupon Spectacular";"Radio";13441;"1996-08-13 00:00:00";"1996-08-16 00:00:00"
334;"Two Day Sale";"Sunday Paper, Radio";14056;"1996-08-28 00:00:00";"1996-08-30 00:00:00"
335;"Two for One";"Bulk Mail";8609;"1996-09-11 00:00:00";"1996-09-14 00:00:00"
336;"Coupon Spectacular";"Street Handout";12480;"1996-09-26 00:00:00";"1996-09-30 00:00:00"
337;"Save-It Sale";"Daily Paper, Radio, TV";11559;"1996-10-10 00:00:00";"1996-10-13 00:00:00"
338;"Price Smashers";"Radio";6769;"1996-10-23 00:00:00";"1996-10-27 00:00:00"
339;"Big Time Discounts";"Radio";9867;"1996-11-06 00:00:00";"1996-11-10 00:00:00"
340;"Mystery Sale";"Daily Paper";5447;"1996-11-19 00:00:00";"1996-11-23 00:00:00"
341;"Price Smashers";"Sunday Paper, Radio";9399;"1996-12-05 00:00:00";"1996-12-08 00:00:00"
342;"Price Savers";"Daily Paper";6088;"1996-12-20 00:00:00";"1996-12-22 00:00:00"
343;"Price Smashers";"Radio";7730;"1997-01-03 00:00:00";"1997-01-07 00:00:00"
344;"Bag Stuffers";"Sunday Paper, Radio, TV";5019;"1997-01-15 00:00:00";"1997-01-17 00:00:00"
345;"High Roller Savings";"Daily Paper, Radio";13845;"1997-01-30 00:00:00";"1997-01-31 00:00:00"
346;"Go For It";"Radio";5914;"1997-02-13 00:00:00";"1997-02-14 00:00:00"
347;"Dimes Off";"Sunday Paper, Radio, TV";8758;"1997-02-28 00:00:00";"1997-03-02 00:00:00"
348;"Two Day Sale";"Cash Register Handout";9003;"1997-03-14 00:00:00";"1997-03-16 00:00:00"
349;"Pick Your Savings";"Radio";10045;"1997-03-27 00:00:00";"1997-03-28 00:00:00"
350;"Double Your Savings";"Sunday Paper";10152;"1997-04-10 00:00:00";"1997-04-11 00:00:00"
351;"Mystery Sale";"Radio";11540;"1997-04-23 00:00:00";"1997-04-26 00:00:00"
352;"Tip Top Savings";"Sunday Paper, Radio, TV";12247;"1997-05-07 00:00:00";"1997-05-10 00:00:00"
353;"Price Destroyers";"Product Attachment";10818;"1997-05-20 00:00:00";"1997-05-21 00:00:00"
354;"Green Light Days";"Sunday Paper, Radio, TV";6306;"1997-06-03 00:00:00";"1997-06-05 00:00:00"
355;"Price Cutters";"Radio";8896;"1997-06-20 00:00:00";"1997-06-21 00:00:00"
356;"Weekend Markdown";"Sunday Paper";8656;"1997-07-02 00:00:00";"1997-07-05 00:00:00"
357;"Double Your Savings";"Cash Register Handout";12100;"1997-07-17 00:00:00";"1997-07-19 00:00:00"
358;"Save-It Sale";"Cash Register Handout";9498;"1997-08-01 00:00:00";"1997-08-02 00:00:00"
359;"Big Time Savings";"Sunday Paper, Radio, TV";7976;"1997-08-15 00:00:00";"1997-08-17 00:00:00"
360;"Price Smashers";"Daily Paper, Radio";12102;"1997-08-29 00:00:00";"1997-09-01 00:00:00"
361;"Coupon Spectacular";"Sunday Paper, Radio";7763;"1997-09-12 00:00:00";"1997-09-14 00:00:00"
362;"Green Light Special";"Daily Paper, Radio";9325;"1997-09-25 00:00:00";"1997-09-26 00:00:00"
363;"Big Promo";"Daily Paper, Radio, TV";9004;"1997-10-10 00:00:00";"1997-10-13 00:00:00"
364;"Three for One";"In-Store Coupon";14838;"1997-10-21 00:00:00";"1997-10-23 00:00:00"
365;"Sale Winners";"Cash Register Handout";5372;"1997-11-07 00:00:00";"1997-11-11 00:00:00"
366;"Best Savings";"Bulk Mail";12315;"1997-11-21 00:00:00";"1997-11-22 00:00:00"
367;"Three for One";"Sunday Paper, Radio";13196;"1997-12-02 00:00:00";"1997-12-06 00:00:00"
368;"Price Savers";"Daily Paper, Radio, TV";11985;"1997-12-17 00:00:00";"1997-12-21 00:00:00"
369;"Dollar Cutters";"Product Attachment";7392;"1998-01-01 00:00:00";"1998-01-03 00:00:00"
370;"Price Winners";"Product Attachment";12372;"1998-01-14 00:00:00";"1998-01-16 00:00:00"
371;"Coupon Spectacular";"Daily Paper, Radio";11798;"1998-01-30 00:00:00";"1998-01-31 00:00:00"
372;"Sale Winners";"Bulk Mail";11050;"1998-02-10 00:00:00";"1998-02-12 00:00:00"
373;"Saving Days";"Cash Register Handout";8674;"1998-02-25 00:00:00";"1998-02-28 00:00:00"
374;"Super Duper Savers";"TV";11691;"1998-03-13 00:00:00";"1998-03-17 00:00:00"
375;"Best Savings";"Daily Paper, Radio";9661;"1998-03-25 00:00:00";"1998-03-29 00:00:00"
376;"Best Savings";"Daily Paper";10623;"1998-04-08 00:00:00";"1998-04-11 00:00:00"
377;"Mystery Sale";"Street Handout";13120;"1998-04-22 00:00:00";"1998-04-24 00:00:00"
378;"Double Down Sale";"Sunday Paper";11518;"1998-05-05 00:00:00";"1998-05-06 00:00:00"
379;"Two for One";"Sunday Paper, Radio";11935;"1998-05-21 00:00:00";"1998-05-23 00:00:00"
380;"Money Savers";"Street Handout";14606;"1998-06-02 00:00:00";"1998-06-03 00:00:00"
381;"Best Savings";"Cash Register Handout";14632;"1998-06-18 00:00:00";"1998-06-20 00:00:00"
382;"Coupon Spectacular";"Sunday Paper, Radio, TV";8411;"1998-06-30 00:00:00";"1998-07-04 00:00:00"
383;"Free For All";"Cash Register Handout";6127;"1998-07-14 00:00:00";"1998-07-18 00:00:00"
384;"I Cant Believe It Sale";"Daily Paper";10506;"1998-07-30 00:00:00";"1998-07-31 00:00:00"
385;"Price Smashers";"Daily Paper";12750;"1998-08-14 00:00:00";"1998-08-16 00:00:00"
386;"Two for One";"Daily Paper";14565;"1998-08-26 00:00:00";"1998-08-28 00:00:00"
387;"Price Winners";"Daily Paper";10827;"1998-09-10 00:00:00";"1998-09-13 00:00:00"
388;"Super Wallet Savers";"Sunday Paper, Radio, TV";6915;"1998-09-24 00:00:00";"1998-09-27 00:00:00"
389;"Dollar Cutters";"Bulk Mail";7933;"1998-10-09 00:00:00";"1998-10-10 00:00:00"
390;"Super Savers";"Sunday Paper, Radio, TV";7786;"1998-10-21 00:00:00";"1998-10-25 00:00:00"
391;"Go For It";"Sunday Paper";12593;"1998-11-05 00:00:00";"1998-11-08 00:00:00"
392;"Super Savers";"Cash Register Handout";10390;"1998-11-17 00:00:00";"1998-11-19 00:00:00"
393;"Bag Stuffers";"Street Handout";12379;"1998-12-03 00:00:00";"1998-12-06 00:00:00"
394;"Two Day Sale";"Cash Register Handout";7613;"1998-12-18 00:00:00";"1998-12-21 00:00:00"
397;"Super Wallet Savers";"Daily Paper, Radio, TV";7333;"1996-01-18 00:00:00";"1996-01-20 00:00:00"
398;"Sales Days";"Product Attachment";10604;"1996-01-30 00:00:00";"1996-02-02 00:00:00"
399;"Tip Top Savings";"Sunday Paper, Radio";6566;"1996-02-13 00:00:00";"1996-02-16 00:00:00"
400;"Save-It Sale";"Cash Register Handout";7781;"1996-02-28 00:00:00";"1996-03-01 00:00:00"
401;"Sales Days";"Bulk Mail";9516;"1996-03-13 00:00:00";"1996-03-15 00:00:00"
402;"Wallet Savers";"Sunday Paper";8168;"1996-03-27 00:00:00";"1996-03-31 00:00:00"
403;"Bag Stuffers";"Product Attachment";11265;"1996-04-10 00:00:00";"1996-04-11 00:00:00"
404;"Dollar Days";"Daily Paper, Radio, TV";6846;"1996-04-24 00:00:00";"1996-04-27 00:00:00"
405;"Wallet Savers";"TV";10798;"1996-05-09 00:00:00";"1996-05-12 00:00:00"
406;"Two for One";"Daily Paper, Radio";7487;"1996-05-21 00:00:00";"1996-05-24 00:00:00"
407;"Wallet Savers";"Sunday Paper";9129;"1996-06-04 00:00:00";"1996-06-05 00:00:00"
408;"Price Destroyers";"Daily Paper";6418;"1996-06-19 00:00:00";"1996-06-21 00:00:00"
409;"Weekend Markdown";"Daily Paper, Radio, TV";12588;"1996-07-02 00:00:00";"1996-07-05 00:00:00"
410;"Super Wallet Savers";"Daily Paper";11245;"1996-07-16 00:00:00";"1996-07-19 00:00:00"
411;"Mystery Sale";"Cash Register Handout";14088;"1996-07-31 00:00:00";"1996-08-03 00:00:00"
412;"Price Destroyers";"Sunday Paper, Radio";10431;"1996-08-16 00:00:00";"1996-08-19 00:00:00"
413;"High Roller Savings";"TV";14129;"1996-08-27 00:00:00";"1996-08-29 00:00:00"
414;"Sales Days";"Sunday Paper, Radio, TV";14236;"1996-09-10 00:00:00";"1996-09-13 00:00:00"
415;"Price Slashers";"Bulk Mail";5624;"1996-09-26 00:00:00";"1996-09-29 00:00:00"
416;"Big Promo";"In-Store Coupon";6331;"1996-10-10 00:00:00";"1996-10-13 00:00:00"
417;"Saving Days";"Street Handout";12247;"1996-10-23 00:00:00";"1996-10-26 00:00:00"
418;"Price Smashers";"Bulk Mail";10390;"1996-11-07 00:00:00";"1996-11-11 00:00:00"
419;"Sale Winners";"Street Handout";10324;"1996-11-20 00:00:00";"1996-11-24 00:00:00"
420;"Super Duper Savers";"Product Attachment";6642;"1996-12-06 00:00:00";"1996-12-08 00:00:00"
421;"Coupon Spectacular";"TV";7430;"1996-12-18 00:00:00";"1996-12-19 00:00:00"
422;"Two Day Sale";"Sunday Paper, Radio";13611;"1997-01-01 00:00:00";"1997-01-04 00:00:00"
423;"Dimes Off";"In-Store Coupon";12090;"1997-01-15 00:00:00";"1997-01-18 00:00:00"
424;"Two for One";"In-Store Coupon";6215;"1997-01-28 00:00:00";"1997-02-01 00:00:00"
425;"Green Light Days";"Daily Paper, Radio, TV";11876;"1997-02-12 00:00:00";"1997-02-15 00:00:00"
426;"Price Winners";"Radio";13438;"1997-02-26 00:00:00";"1997-02-28 00:00:00"
427;"You Save Days";"Street Handout";13117;"1997-03-12 00:00:00";"1997-03-16 00:00:00"
428;"Price Slashers";"Sunday Paper";8952;"1997-03-27 00:00:00";"1997-03-31 00:00:00"
429;"One Day Sale";"Sunday Paper, Radio";9486;"1997-04-09 00:00:00";"1997-04-11 00:00:00"
430;"Three for One";"Cash Register Handout";10331;"1997-04-23 00:00:00";"1997-04-26 00:00:00"
431;"Two for One";"Street Handout";8555;"1997-05-08 00:00:00";"1997-05-11 00:00:00"
432;"Dimes Off";"Street Handout";6099;"1997-05-22 00:00:00";"1997-05-24 00:00:00"
433;"Save-It Sale";"Sunday Paper, Radio";11506;"1997-06-03 00:00:00";"1997-06-07 00:00:00"
434;"Shelf Clearing Days";"Sunday Paper, Radio, TV";6486;"1997-06-19 00:00:00";"1997-06-22 00:00:00"
435;"Go For It";"In-Store Coupon";13255;"1997-07-02 00:00:00";"1997-07-04 00:00:00"
436;"Tip Top Savings";"Cash Register Handout";12508;"1997-07-16 00:00:00";"1997-07-19 00:00:00"
437;"Mystery Sale";"Sunday Paper, Radio";12788;"1997-07-31 00:00:00";"1997-08-01 00:00:00"
438;"Save-It Sale";"Cash Register Handout";13148;"1997-08-13 00:00:00";"1997-08-15 00:00:00"
439;"Three for One";"Radio";11119;"1997-08-29 00:00:00";"1997-08-31 00:00:00"
440;"Double Your Savings";"Product Attachment";12080;"1997-09-12 00:00:00";"1997-09-15 00:00:00"
441;"Wallet Savers";"Daily Paper, Radio, TV";11135;"1997-09-26 00:00:00";"1997-09-30 00:00:00"
442;"Shelf Clearing Days";"Daily Paper, Radio, TV";9533;"1997-10-08 00:00:00";"1997-10-10 00:00:00"
443;"Super Savers";"Daily Paper, Radio, TV";6049;"1997-10-22 00:00:00";"1997-10-25 00:00:00"
444;"Shelf Emptiers";"Daily Paper";8719;"1997-11-05 00:00:00";"1997-11-07 00:00:00"
445;"Three for One";"Sunday Paper, Radio";6089;"1997-11-21 00:00:00";"1997-11-24 00:00:00"
446;"Green Light Days";"In-Store Coupon";12524;"1997-12-03 00:00:00";"1997-12-05 00:00:00"
447;"Saving Days";"Sunday Paper, Radio";7585;"1997-12-18 00:00:00";"1997-12-20 00:00:00"
448;"Fantastic Discounts";"Product Attachment";14620;"1998-01-02 00:00:00";"1998-01-04 00:00:00"
449;"Two for One";"Cash Register Handout";6863;"1998-01-14 00:00:00";"1998-01-17 00:00:00"
450;"Price Winners";"Product Attachment";8679;"1998-01-29 00:00:00";"1998-02-01 00:00:00"
451;"Big Time Discounts";"Street Handout";6274;"1998-02-13 00:00:00";"1998-02-17 00:00:00"
452;"Two for One";"Cash Register Handout";12363;"1998-02-24 00:00:00";"1998-02-28 00:00:00"
453;"Two Day Sale";"Radio";9479;"1998-03-10 00:00:00";"1998-03-11 00:00:00"
454;"Shelf Clearing Days";"Daily Paper";6676;"1998-03-25 00:00:00";"1998-03-26 00:00:00"
455;"Pick Your Savings";"Sunday Paper, Radio, TV";14138;"1998-04-10 00:00:00";"1998-04-14 00:00:00"
456;"Savings Galore";"Radio";11936;"1998-04-22 00:00:00";"1998-04-25 00:00:00"
457;"Price Destroyers";"Sunday Paper, Radio";13925;"1998-05-08 00:00:00";"1998-05-11 00:00:00"
458;"Price Winners";"Radio";9158;"1998-05-19 00:00:00";"1998-05-22 00:00:00"
459;"Dollar Cutters";"Daily Paper, Radio";12510;"1998-06-05 00:00:00";"1998-06-06 00:00:00"
460;"One Day Sale";"Street Handout";14672;"1998-06-17 00:00:00";"1998-06-19 00:00:00"
461;"Price Savers";"Sunday Paper, Radio";5436;"1998-07-02 00:00:00";"1998-07-06 00:00:00"
462;"Go For It";"Bulk Mail";8707;"1998-07-17 00:00:00";"1998-07-19 00:00:00"
